Date,Adj Close,Close,High,Low,Open,Volume
2021-11-29,145.2506103515625,146.11399841308594,146.86199951171875,144.29849243164062,144.29849243164062,26276000
2021-11-30,141.6102294921875,142.45199584960938,146.6284942626953,142.0659942626953,145.45025634765625,41590000
2021-12-01,140.7811737060547,141.6179962158203,146.4991455078125,141.5,144.21249389648438,28476000
2021-12-02,142.92694091796875,143.77650451660156,144.6750030517578,140.98199462890625,141.82400512695312,21250000
2021-12-03,141.6783447265625,142.52049255371094,145.21299743652344,141.14999389648438,144.49549865722656,26688000
2021-12-06,142.94679260253906,143.79649353027344,144.35150146484375,140.64700317382812,143.57400512695312,22198000
2021-12-07,147.1617431640625,148.0364990234375,148.3000030517578,145.70249938964844,145.9499969482422,23258000
2021-12-08,147.84170532226562,148.7205047607422,149.156494140625,147.1999969482422,148.3314971923828,18964000
2021-12-09,147.2308349609375,148.1060028076172,149.60499572753906,147.5290069580078,148.17599487304688,18580000
2021-12-10,147.79647827148438,148.6750030517578,149.39999389648438,147.3574981689453,149.10000610351562,21634000
2021-12-13,145.8376007080078,146.70449829101562,148.5625,146.36000061035156,148.44400024414062,24104000
2021-12-14,144.11387634277344,144.9705047607422,145.44200134277344,142.24249267578125,144.77000427246094,24778000
2021-12-15,146.49769592285156,147.36849975585938,147.51724243164062,142.70550537109375,144.36599731445312,27280000
2021-12-16,143.98265075683594,144.8385009765625,148.55149841308594,144.09249877929688,148.07699584960938,27400000
2021-12-17,141.9591522216797,142.80299377441406,144.46009826660156,141.78799438476562,142.71449279785156,43404000
2021-12-20,141.56005859375,142.40150451660156,142.61050415039062,140.25,140.67959594726562,20264000
2021-12-21,143.36831665039062,144.2205047607422,144.69204711914062,141.73500061035156,143.14999389648438,19548000
2021-12-22,146.08067321777344,146.94900512695312,147.30299377441406,143.96299743652344,144.10000610351562,18438000
2021-12-23,146.27304077148438,147.1425018310547,148.57260131835938,146.9508514404297,147.08949279785156,13818000
2021-12-27,147.18907165527344,148.06399536132812,148.42649841308594,147.25,147.4635009765625,13256000
2021-12-28,145.58262634277344,146.447998046875,148.37449645996094,145.9355010986328,148.37449645996094,18624000
2021-12-29,145.6387939453125,146.50450134277344,147.18374633789062,145.50450134277344,146.42950439453125,17022000
2021-12-30,145.1397705078125,146.00250244140625,147.0625,145.7584991455078,146.4499969482422,12978000
2021-12-31,143.82460021972656,144.67950439453125,146.36500549316406,144.67750549316406,145.54400634765625,17298000
2022-01-03,144.2172393798828,145.07449340820312,145.5500030517578,143.50250244140625,144.47549438476562,25214000
2022-01-04,143.56314086914062,144.41650390625,146.61000061035156,143.81614685058594,145.55050659179688,22928000
2022-01-05,136.840087890625,137.65350341796875,144.29800415039062,137.52349853515625,144.18099975585938,49642000
2022-01-06,136.7382049560547,137.55099487304688,139.68600463867188,136.7635040283203,137.49749755859375,29050000
2022-01-07,136.19493103027344,137.00450134277344,138.25474548339844,135.78900146484375,137.90499877929688,19408000
2022-01-10,137.75515747070312,138.57400512695312,138.63999938964844,133.1405029296875,135.0989990234375,34096000
2022-01-11,139.19012451171875,140.0175018310547,140.32949829101562,136.81350708007812,138.1804962158203,23502000
2022-01-12,140.8109893798828,141.6479949951172,142.8142547607422,141.11199951171875,141.55450439453125,23642000
2022-01-13,138.30886840820312,139.13099670410156,143.1855010986328,138.91400146484375,141.8404998779297,26566000
2022-01-14,138.9604949951172,139.7864990234375,141.20050048828125,137.5,137.5,23826000
2022-01-18,135.48513793945312,136.29049682617188,137.39149475097656,135.61700439453125,136.60000610351562,27382000
2022-01-19,134.85043334960938,135.65199279785156,138.39950561523438,135.5,136.93850708007812,20796000
2022-01-20,132.7176055908203,133.50650024414062,137.91200256347656,133.14450073242188,136.51400756835938,21930000
2022-01-21,129.32327270507812,130.0919952392578,134.760498046875,130.00100708007812,133.01199340820312,41920000
2022-01-24,129.60162353515625,130.3719940185547,130.77850341796875,124.64195251464844,126.02749633789062,55148000
2022-01-25,125.98661041259766,126.7354965209961,129.3385009765625,126.37799835205078,128.4355010986328,36008000
2022-01-26,128.476318359375,129.24000549316406,132.8074951171875,127.15350341796875,130.59249877929688,39630000
2022-01-27,128.35801696777344,129.12100219726562,132.60995483398438,128.94500732421875,131.36099243164062,30248000
2022-01-28,132.50189208984375,133.2895050048828,133.37049865722656,128.6945037841797,130.0,30518000
2022-01-31,134.89663696289062,135.69850158691406,135.843505859375,132.2740020751953,134.197998046875,34056000
2022-02-01,137.0637664794922,137.8784942626953,138.1999969482422,134.56825256347656,137.8350067138672,51204000
2022-02-02,147.1617431640625,148.0364990234375,152.10000610351562,145.5574951171875,151.86349487304688,89750000
2022-02-03,141.80755615234375,142.65049743652344,149.11770629882812,142.2050018310547,145.2949981689453,56930000
2022-02-04,142.17092895507812,143.01600646972656,144.53524780273438,139.8175048828125,143.01699829101562,49224000
2022-02-07,138.11700439453125,138.93800354003906,143.84649658203125,138.69900512695312,143.70899963378906,44610000
2022-02-08,138.39039611816406,139.21299743652344,139.83709716796875,136.8730010986328,138.9912567138672,34256000
2022-02-09,140.61715698242188,141.4530029296875,142.17550659179688,140.3769989013672,140.84974670410156,28628000
2022-02-10,137.7834930419922,138.6024932861328,141.43099975585938,138.0500030517578,139.5,33018000
2022-02-11,133.3374481201172,134.1300048828125,139.2832489013672,133.2884979248047,138.75,38808000
2022-02-14,134.50051879882812,135.3000030517578,136.16650390625,133.302001953125,133.36549377441406,26792000
2022-02-15,135.61935424804688,136.42550659179688,137.89999389648438,135.5395050048828,137.47149658203125,26578000
2022-02-16,136.6750946044922,137.4875030517578,137.9459991455078,134.8236541748047,136.4304962158203,25610000
2022-02-17,131.5266876220703,132.30850219726562,136.83949279785156,132.20199584960938,136.14999389648438,30968000
2022-02-18,129.69654846191406,130.46749877929688,133.82400512695312,130.3070526123047,133.03750610351562,31858000
2022-02-22,128.6378631591797,129.40249633789062,131.9007568359375,127.74099731445312,129.98500061035156,38906000
2022-02-23,126.83109283447266,127.58499908447266,131.74899291992188,127.50350189208984,131.07850646972656,26432000
2022-02-24,131.8895263671875,132.67349243164062,133.03700256347656,124.7645034790039,125.0,43166000
2022-02-25,133.72462463378906,134.51950073242188,135.38900756835938,131.76499938964844,133.52549743652344,26236000
2022-02-28,134.09393310546875,134.89100646972656,135.6405029296875,132.82525634765625,133.2845001220703,29676000
2022-03-01,133.37521362304688,134.16799926757812,136.11099243164062,133.3784942626953,134.47999572753906,24640000
2022-03-02,133.9552459716797,134.75149536132812,135.61549377441406,133.4324951171875,134.60824584960938,23966000
2022-03-03,133.51437377929688,134.30799865722656,136.71380615234375,133.43099975585938,135.97850036621094,19780000
2022-03-04,131.34129333496094,132.1219940185547,134.19900512695312,130.4084930419922,133.38250732421875,24446000
2022-03-07,125.71722412109375,126.4645004272461,131.9040069580078,126.41000366210938,131.9040069580078,39178000
2022-03-08,126.52641296386719,127.27850341796875,131.2465057373047,125.86074829101562,126.25050354003906,35250000
2022-03-09,133.07496643066406,133.86599731445312,134.19850158691406,130.08799743652344,131.39999389648438,32258000
2022-03-10,131.89797973632812,132.6820068359375,133.5384979248047,131.4010009765625,131.46249389648438,24266000
2022-03-11,129.7045135498047,130.47549438476562,134.1999969482422,130.29649353027344,133.99949645996094,26600000
2022-03-14,125.9920883178711,126.74099731445312,131.0260009765625,126.41300201416016,130.572998046875,30254000
2022-03-15,128.8943328857422,129.66050720214844,130.51724243164062,126.56800079345703,127.74150085449219,30292000
2022-03-16,132.9005126953125,133.6905059814453,133.77099609375,129.2010040283203,131.0,32058000
2022-03-17,133.80516052246094,134.60049438476562,134.739501953125,132.718994140625,133.3209991455078,23994000
2022-03-18,135.99314880371094,136.80149841308594,136.9134979248047,132.9320068359375,133.88400268554688,45900000
2022-03-21,135.6720428466797,136.47850036621094,137.58250427246094,134.6114959716797,136.84750366210938,26632000
2022-03-22,139.44859313964844,140.27749633789062,141.5,136.5,136.5,29776000
2022-03-23,137.68507385253906,138.5034942626953,140.02499389648438,138.16650390625,139.1385040283203,25302000
2022-03-24,140.47698974609375,141.31199645996094,141.39649963378906,138.03939819335938,139.2725067138672,20544000
2022-03-25,140.6852264404297,141.52149963378906,141.95950317382812,139.69949340820312,141.75399780273438,19270000
2022-03-28,141.1112060546875,141.9499969482422,141.97650146484375,139.82815551757812,140.6844940185547,23774000
2022-03-29,142.40353393554688,143.25,144.16250610351562,142.48399353027344,143.16050720214844,28678000
2022-03-30,141.80162048339844,142.64450073242188,143.48049926757812,142.16799926757812,142.8699951171875,21046000
2022-03-31,138.8242950439453,139.64950561523438,142.64450073242188,139.61900329589844,142.44850158691406,29516000
2022-04-01,139.86859130859375,140.6999969482422,140.9499969482422,138.7969970703125,140.00999450683594,23480000
2022-04-04,142.79371643066406,143.6425018310547,144.0437469482422,140.82449340820312,140.82449340820312,19076000
2022-04-05,140.2294464111328,141.06300354003906,143.58999633789062,140.94349670410156,143.39950561523438,19256000
2022-04-06,136.36541748046875,137.17599487304688,139.84849548339844,136.41810607910156,139.1614990234375,23574000
2022-04-07,135.6586151123047,136.46499633789062,137.70150756835938,134.8572540283203,136.6179962158203,19448000
2022-04-08,133.2186279296875,134.010498046875,136.25,133.75250244140625,136.25,16434000
2022-04-11,129.02952575683594,129.79649353027344,132.93919372558594,129.61749267578125,132.89999389648438,24188000
2022-04-12,127.6159439086914,128.37449645996094,132.42349243164062,127.57599639892578,132.42349243164062,23004000
2022-04-13,129.51612854003906,130.28599548339844,130.65574645996094,128.4385986328125,128.62649536132812,19542000
2022-04-14,126.50106811523438,127.25299835205078,130.7102508544922,127.11150360107422,130.64950561523438,23484000
2022-04-18,127.20487213134766,127.96099853515625,128.71200561523438,126.57845306396484,127.41000366210938,14918000
2022-04-19,129.75970458984375,130.531005859375,130.90374755859375,127.45149993896484,128.07699584960938,22720000
2022-04-20,127.4876937866211,128.24549865722656,131.92349243164062,127.89405059814453,131.28399658203125,22610000
2022-04-21,124.1992416381836,124.9375,130.3074951171875,124.6500015258789,129.35000610351562,30158000
2022-04-22,118.90719604492188,119.61399841308594,125.4520034790039,119.1405029296875,125.0,46410000
2022-04-25,122.52171325683594,123.25,123.27799987792969,118.76924896240234,119.42949676513672,34522000
2022-04-26,118.79983520507812,119.50599670410156,122.75,119.16184997558594,122.75,49394000
2022-04-27,114.34083557128906,115.02050018310547,117.5,113.12425231933594,114.37300109863281,62238000
2022-04-28,118.70588684082031,119.4114990234375,120.4384994506836,115.1438980102539,117.11499786376953,36790000
2022-04-29,114.28716278076172,114.96649932861328,118.95999908447266,114.69400024414062,117.5780029296875,33694000
2022-05-02,116.46470642089844,117.15699768066406,117.3395004272461,113.39949798583984,113.90650177001953,30280000
2022-05-03,117.43146514892578,118.12950134277344,119.30000305175781,116.62699890136719,116.76499938964844,21216000
2022-05-04,121.85070037841797,122.57499694824219,123.14299774169922,115.7385025024414,118.00350189208984,33232000
2022-05-05,116.056640625,116.74649810791016,121.2332534790039,115.18250274658203,120.22049713134766,43090000
2022-05-06,114.9765625,115.66000366210938,117.49849700927734,114.14299774169922,115.51899719238281,35310000
2022-05-09,112.41578674316406,113.08399963378906,115.56289672851562,112.55149841308594,113.30349731445312,34520000
2022-05-10,113.90742492675781,114.58450317382812,116.69100189208984,113.38330078125,116.04049682617188,31158000
2022-05-11,113.28759765625,113.96099853515625,116.6709976196289,113.6500015258789,113.71050262451172,36502000
2022-05-12,112.4923324584961,113.16100311279297,114.85649871826172,110.1135025024414,111.93800354003906,41464000
2022-05-13,115.82701110839844,116.5155029296875,118.08499908447266,114.0,114.84549713134766,29738000
2022-05-16,114.11418914794922,114.7925033569336,116.60749816894531,114.33499908447266,115.38400268554688,23282000
2022-05-17,116.01190948486328,116.70149993896484,117.22750091552734,115.3375015258789,117.22750091552734,21576000
2022-05-18,111.73682403564453,112.4010009765625,115.69564819335938,112.14199829101562,115.23750305175781,27982000
2022-05-19,110.09110260009766,110.74549865722656,113.5875015258789,110.46800231933594,111.84100341796875,29192000
2022-05-20,108.66706848144531,109.31300354003906,112.55000305175781,106.37300109863281,112.08550262451172,37586000
2022-05-23,111.00665283203125,111.66649627685547,112.00550079345703,109.15425109863281,110.10399627685547,31558000
2022-05-24,105.30008697509766,105.9260025024414,106.3949966430664,102.20800018310547,106.37750244140625,60386000
2022-05-25,105.2140884399414,105.8395004272461,106.5447006225586,104.21125030517578,105.14199829101562,37900000
2022-05-26,107.65607452392578,108.2959976196289,108.95525360107422,105.48799896240234,106.05049896240234,30288000
2022-05-27,112.13247680664062,112.79900360107422,112.86799621582031,109.55000305175781,109.78849792480469,29924000
2022-05-31,113.36515045166016,114.03900146484375,116.43350219726562,112.57250213623047,113.0790023803711,51302000
2022-06-01,113.46255493164062,114.13700103759766,117.39900207519531,113.55049896240234,114.93150329589844,28630000
2022-06-02,117.05023956298828,117.74600219726562,117.89800262451172,113.30799865722656,114.18800354003906,27472000
2022-06-03,113.88704681396484,114.56400299072266,116.364501953125,113.66799926757812,115.99250030517578,25052000
2022-06-06,116.31908416748047,117.010498046875,119.39849853515625,116.5282974243164,116.74250030517578,23786000
2022-06-07,116.53678894042969,117.22949981689453,117.74864959716797,115.12550354003906,115.64800262451172,26414000
2022-06-08,116.54523468017578,117.23799896240234,118.64600372314453,116.69674682617188,116.87650299072266,22544000
2022-06-09,114.23895263671875,114.91799926757812,118.3499984741211,114.86699676513672,116.34149932861328,23142000
2022-06-10,110.7690658569336,111.42749786376953,113.49700164794922,110.86100006103516,112.78125,31324000
2022-06-13,106.2449722290039,106.87650299072266,109.21849822998047,106.58805084228516,107.44599914550781,36756000
2022-06-14,106.56058502197266,107.19400024414062,108.4574966430664,106.35199737548828,106.88999938964844,25480000
2022-06-15,109.73819732666016,110.3905029296875,112.06300354003906,108.1187515258789,108.89949798583984,33192000
2022-06-16,106.00588989257812,106.63600158691406,109.29049682617188,105.7925033569336,108.14949798583984,35314000
2022-06-17,107.22811889648438,107.8655014038086,109.24949645996094,105.62854766845703,106.53500366210938,43516000
2022-06-21,111.35308837890625,112.01499938964844,112.6729965209961,109.29350280761719,109.7020034790039,39010000
2022-06-22,111.37197875976562,112.03399658203125,113.76950073242188,110.72429656982422,111.16300201416016,23922000
2022-06-23,112.01864624023438,112.68450164794922,113.19650268554688,111.02899932861328,112.94999694824219,24710000
2022-06-24,117.83756256103516,118.53800201416016,118.63749694824219,113.60299682617188,113.60299682617188,39122000
2022-06-27,115.9333724975586,116.62249755859375,119.25,116.00074768066406,118.93499755859375,32840000
2022-06-28,111.90631866455078,112.57150268554688,117.85649871826172,112.44400024414062,116.35099792480469,28232000
2022-06-29,111.59317016601562,112.25650024414062,113.66449737548828,111.55400085449219,112.14849853515625,18628000
2022-06-30,108.72620391845703,109.37249755859375,111.32980346679688,107.30999755859375,110.49949645996094,38046000
2022-07-01,108.43644714355469,109.08100128173828,109.80635070800781,107.1050033569336,108.33699798583984,31028000
2022-07-05,113.21404266357422,113.88700103759766,114.05259704589844,106.24949645996094,107.5145034790039,36398000
2022-07-06,114.53269958496094,115.2135009765625,116.35199737548828,112.25050354003906,114.09200286865234,28852000
2022-07-07,118.60102081298828,119.30599975585938,119.86199951171875,115.53399658203125,116.00800323486328,32184000
2022-07-08,119.45842742919922,120.16850280761719,120.43499755859375,117.51399993896484,117.55000305175781,29082000
2022-07-11,115.8339614868164,116.52249908447266,118.79450225830078,116.2344970703125,118.6500015258789,26718000
2022-07-12,114.17085266113281,114.84950256347656,117.84950256347656,114.61499786376953,116.8385009765625,24970000
2022-07-13,111.52408599853516,112.18699645996094,115.15699768066406,111.822998046875,112.63899993896484,38958000
2022-07-14,110.78150177001953,111.44000244140625,111.98750305175781,109.32550048828125,110.82599639892578,32366000
2022-07-15,112.10065460205078,112.76699829101562,114.00050354003906,111.82250213623047,112.96299743652344,34330000
2022-07-18,109.26055145263672,109.91000366210938,114.80000305175781,109.30000305175781,113.44000244140625,33354000
2022-07-19,113.94270324707031,114.62000274658203,114.80999755859375,110.5,111.7300033569336,30992300
2022-07-20,114.02222442626953,114.69999694824219,116.33000183105469,113.26000213623047,114.05999755859375,26780100
2022-07-21,114.36022186279297,115.04000091552734,115.20999908447266,111.91000366210938,115.08999633789062,27267800
2022-07-22,107.7197036743164,108.36000061035156,113.18000030517578,107.5999984741211,111.80999755859375,44455300
2022-07-25,107.57058715820312,108.20999908447266,110.58000183105469,107.01000213623047,108.87999725341797,28289900
2022-07-26,104.81695556640625,105.44000244140625,107.73999786376953,104.76000213623047,107.43000030517578,36626600
2022-07-27,112.9287338256836,113.5999984741211,114.4000015258789,108.41999816894531,109.5999984741211,41474600
2022-07-28,113.91287994384766,114.58999633789062,114.69999694824219,111.85099792480469,112.80000305175781,23303800
2022-07-29,115.95077514648438,116.63999938964844,116.9000015258789,113.2300033569336,113.4000015258789,31336200
2022-08-01,114.79762268066406,115.4800033569336,117.12000274658203,114.69000244140625,115.52999877929688,22856200
2022-08-02,115.21514129638672,115.9000015258789,117.08000183105469,114.26000213623047,114.43000030517578,17911000
2022-08-03,118.07813262939453,118.77999877929688,119.41999816894531,116.1500015258789,116.33999633789062,25302800
2022-08-04,118.16759490966797,118.87000274658203,119.5,117.70999908447266,118.30000305175781,15757700
2022-08-05,117.52143859863281,118.22000122070312,118.86000061035156,116.70999908447266,116.93000030517578,15615700
2022-08-08,117.4419174194336,118.13999938964844,120.86000061035156,117.83000183105469,119.12000274658203,17061100
2022-08-09,116.8056869506836,117.5,118.19999694824219,116.55999755859375,117.98999786376953,15424300
2022-08-10,119.93708038330078,120.6500015258789,121.77999877929688,119.36000061035156,119.58999633789062,20497000
2022-08-11,119.11196899414062,119.81999969482422,122.33999633789062,119.55000305175781,122.08000183105469,16671600
2022-08-12,121.92526245117188,122.6500015258789,122.6500015258789,120.4000015258789,121.16000366210938,16121100
2022-08-15,122.15390014648438,122.87999725341797,123.26000213623047,121.56999969482422,122.20999908447266,15525000
2022-08-16,121.78607940673828,122.51000213623047,123.22799682617188,121.53500366210938,122.31999969482422,15626200
2022-08-17,119.60902404785156,120.31999969482422,122.1500015258789,120.19999694824219,120.93000030517578,17589200
2022-08-18,120.14584350585938,120.86000061035156,121.69000244140625,119.55000305175781,120.2300033569336,15652000
2022-08-19,117.42203521728516,118.12000274658203,120.0,117.66999816894531,119.87000274658203,20187000
2022-08-22,114.39005279541016,115.06999969482422,116.5,114.66999816894531,116.0999984741211,19316000
2022-08-23,114.0918197631836,114.7699966430664,115.93000030517578,114.30000305175781,114.31999969482422,14390700
2022-08-24,114.02222442626953,114.69999694824219,115.71700286865234,113.77999877929688,114.44999694824219,16051200
2022-08-25,117.00450134277344,117.69999694824219,117.77999877929688,115.05000305175781,115.1500015258789,14874700
2022-08-26,110.64232635498047,111.30000305175781,116.5999984741211,111.22000122070312,115.80999755859375,31698700
2022-08-29,109.68799591064453,110.33999633789062,111.95999908447266,109.80999755859375,110.77999877929688,20386100
2022-08-30,109.26055145263672,109.91000366210938,111.37000274658203,108.80000305175781,111.02999877929688,20548200
2022-08-31,108.50502014160156,109.1500015258789,111.7699966430664,109.05000305175781,111.62999725341797,25898000
2022-09-01,109.89676666259766,110.55000305175781,111.22000122070312,108.19000244140625,109.19999694824219,22784400
2022-09-02,108.03780364990234,108.68000030517578,111.67500305175781,108.12999725341797,111.33999633789062,20618100
2022-09-06,106.84490203857422,107.4800033569336,108.87999725341797,106.51000213623047,108.13500213623047,20565100
2022-09-07,109.82717895507812,110.4800033569336,110.98999786376953,107.61499786376953,107.76000213623047,22987200
2022-09-08,108.77342987060547,109.41999816894531,110.58000183105469,108.05999755859375,109.18000030517578,21660700
2022-09-09,111.1194839477539,111.77999877929688,112.0,110.0,110.05000305175781,21732900
2022-09-12,111.2089614868164,111.87000274658203,112.63999938964844,110.93000030517578,111.98999786376953,19732900
2022-09-13,104.68771362304688,105.30999755859375,109.37000274658203,105.0,108.88999938964844,33015000
2022-09-14,105.24441528320312,105.87000274658203,106.0999984741211,104.5,105.44000244140625,22115800
2022-09-15,103.28605651855469,103.9000015258789,106.20999908447266,103.30999755859375,105.01000213623047,26494900
2022-09-16,103.01764678955078,103.62999725341797,104.02999877929688,101.8550033569336,102.97000122070312,64540100
2022-09-19,103.23634338378906,103.8499984741211,104.0199966430664,102.37000274658203,102.54000091552734,19738600
2022-09-20,101.22827911376953,101.83000183105469,103.16999816894531,101.12000274658203,102.87999725341797,24001700
2022-09-21,99.41903686523438,100.01000213623047,103.48999786376953,99.98999786376953,102.23999786376953,26596800
2022-09-22,99.9757308959961,100.56999969482422,101.68000030517578,99.41000366210938,99.44999694824219,21272700
2022-09-23,98.5840072631836,99.16999816894531,100.11000061035156,98.01000213623047,100.05999755859375,25657000
2022-09-26,98.22611999511719,98.80999755859375,100.44000244140625,98.37999725341797,98.61000061035156,22437900
2022-09-27,97.5103759765625,98.08999633789062,100.45999908447266,97.33999633789062,99.91000366210938,24225000
2022-09-28,100.14472198486328,100.73999786376953,101.4000015258789,97.80000305175781,98.0199966430664,24617000
2022-09-29,97.5103759765625,98.08999633789062,99.30000305175781,96.5199966430664,99.30000305175781,21921500
2022-09-30,95.58185577392578,96.1500015258789,99.49400329589844,96.02999877929688,97.7300033569336,26277800
2022-10-03,98.71324157714844,99.30000305175781,99.97000122070312,97.0199966430664,97.22000122070312,24840000
2022-10-04,101.80486297607422,102.41000366210938,102.72000122070312,101.04000091552734,101.04000091552734,22580900
2022-10-05,101.61597442626953,102.22000122070312,102.73999786376953,99.73999786376953,100.69000244140625,18475500
2022-10-06,101.63585662841797,102.23999786376953,103.7300033569336,101.5,101.5,17156200
2022-10-07,98.98162841796875,99.56999969482422,101.41999816894531,99.20999908447266,100.6500015258789,24249900
2022-10-10,98.12671661376953,98.70999908447266,99.98999786376953,97.87000274658203,99.8499984741211,16529900
2022-10-11,97.47061920166016,98.05000305175781,100.12000274658203,97.25,98.25,21617700
2022-10-12,97.71914672851562,98.30000305175781,99.64800262451172,97.66999816894531,98.2699966430664,17343400
2022-10-13,99.12081146240234,99.70999908447266,100.52999877929688,95.2699966430664,95.93000030517578,32812200
2022-10-14,96.60575866699219,97.18000030517578,101.29000091552734,97.02999877929688,100.625,22624800
2022-10-17,100.18448638916016,100.77999877929688,101.7699966430664,99.51000213623047,99.5199966430664,23311600
2022-10-18,100.79087829589844,101.38999938964844,104.22000122070312,100.6500015258789,103.94000244140625,21610500
2022-10-19,99.6973876953125,100.29000091552734,101.65899658203125,99.63500213623047,100.69999694824219,21573700
2022-10-20,99.93596649169922,100.52999877929688,103.0,99.97000122070312,100.81999969482422,25125100
2022-10-21,100.8803482055664,101.4800033569336,101.62000274658203,98.2300033569336,98.45999908447266,28988700
2022-10-24,102.3615493774414,102.97000122070312,103.0999984741211,100.30000305175781,102.08999633789062,24680800
2022-10-25,104.30996704101562,104.93000030517578,105.0999984741211,103.0199966430664,103.30000305175781,29910200
2022-10-26,94.25970458984375,94.81999969482422,98.54000091552734,94.56999969482422,96.76000213623047,71504300
2022-10-27,92.05282592773438,92.5999984741211,95.16999816894531,91.9000015258789,94.30999755859375,54036500
2022-10-28,96.00930786132812,96.58000183105469,96.86000061035156,92.322998046875,92.52999877929688,35696900
2022-10-31,94.10064697265625,94.66000366210938,96.3499984741211,94.37999725341797,95.77999877929688,29868700
2022-11-01,89.9652328491211,90.5,96.16500091552734,90.43000030517578,95.58999633789062,43220600
2022-11-02,86.55550384521484,87.06999969482422,91.30000305175781,87.01000213623047,90.91000366210938,43553600
2022-11-03,82.99664306640625,83.48999786376953,86.55000305175781,83.44999694824219,86.34500122070312,48510400
2022-11-04,86.18768310546875,86.69999694824219,86.7300033569336,83.87999725341797,85.51000213623047,40173300
2022-11-07,88.12615966796875,88.6500015258789,88.94000244140625,86.95999908447266,87.33999633789062,26899900
2022-11-08,88.38463592529297,88.91000366210938,90.40499877929688,87.6500015258789,89.16000366210938,30172000
2022-11-09,86.88355255126953,87.4000015258789,89.48999786376953,87.36000061035156,88.54499816894531,26743900
2022-11-10,93.6135482788086,94.16999816894531,94.55000305175781,91.6500015258789,92.33999633789062,42371200
2022-11-11,96.1584243774414,96.7300033569336,97.36000061035156,94.16000366210938,94.70999908447266,30569100
2022-11-14,95.46255493164062,96.02999877929688,97.18000030517578,95.11299896240234,95.5,24170100
2022-11-15,98.13666534423828,98.72000122070312,100.41999816894531,97.0199966430664,98.66999816894531,31831000
2022-11-16,98.40506744384766,98.98999786376953,99.8499984741211,97.9020004272461,98.0199966430664,24660200
2022-11-17,97.91795349121094,98.5,99.4800033569336,97.0999984741211,97.18000030517578,21818700
2022-11-18,97.22209167480469,97.80000305175781,99.16000366210938,96.73999786376953,99.01000213623047,24969900
2022-11-21,95.26374053955078,95.83000183105469,98.72000122070312,95.66999816894531,97.55999755859375,18696900
2022-11-22,96.75487518310547,97.33000183105469,97.5479965209961,94.41000366210938,96.16000366210938,18868900
2022-11-23,98.23607635498047,98.81999969482422,99.06900024414062,97.33999633789062,97.33999633789062,17568900
2022-11-25,97.02328491210938,97.5999984741211,98.94000244140625,97.52999877929688,98.46499633789062,8567800
2022-11-28,95.6812515258789,96.25,97.83000183105469,95.88999938964844,97.19999694824219,19974500
2022-11-29,94.87605285644531,95.44000244140625,96.38999938964844,94.38999938964844,96.0,20220000
2022-11-30,100.85052490234375,101.44999694824219,101.44999694824219,94.66999816894531,95.12000274658203,39888100
2022-12-01,100.6815414428711,101.27999877929688,102.58999633789062,100.66999816894531,101.4000015258789,21771500
2022-12-02,100.23419189453125,100.83000183105469,101.1500015258789,99.16999816894531,99.37000274658203,18821500
2022-12-05,99.27987670898438,99.87000274658203,101.75,99.3550033569336,99.81500244140625,19955500
2022-12-06,96.7349853515625,97.30999755859375,100.20999908447266,96.76000213623047,99.66999816894531,20877600
2022-12-07,94.58775329589844,95.1500015258789,97.30999755859375,95.0250015258789,96.7699966430664,26647900
2022-12-08,93.39484405517578,93.94999694824219,95.87000274658203,93.80000305175781,95.69000244140625,25593200
2022-12-09,92.5200424194336,93.06999969482422,94.48999786376953,93.0199966430664,93.9000015258789,21885300
2022-12-12,93.00714874267578,93.55999755859375,93.875,91.9000015258789,93.08999633789062,27380900
2022-12-13,95.28361511230469,95.8499984741211,99.80000305175781,95.37999725341797,98.06999969482422,34788500
2022-12-14,94.7468032836914,95.30999755859375,97.22000122070312,93.94000244140625,95.54000091552734,26452900
2022-12-15,90.66109466552734,91.19999694824219,94.02999877929688,90.43000030517578,93.54000091552734,28298800
2022-12-16,90.32310485839844,90.86000061035156,91.75,90.01000213623047,91.19999694824219,48485500
2022-12-19,88.62320709228516,89.1500015258789,91.19999694824219,88.92500305175781,90.87999725341797,23020500
2022-12-20,89.10037231445312,89.62999725341797,89.77999877929688,88.04000091552734,88.7300033569336,21976800
2022-12-21,89.71671295166016,90.25,90.91500091552734,88.91000366210938,89.7300033569336,20336400
2022-12-22,87.73845672607422,88.26000213623047,89.18000030517578,86.94000244140625,88.93000030517578,23656100
2022-12-23,89.27930450439453,89.80999755859375,90.0999984741211,87.62000274658203,87.62000274658203,17815000
2022-12-27,87.41040802001953,87.93000030517578,89.5,87.53500366210938,89.30999755859375,15470900
2022-12-28,85.94911193847656,86.45999908447266,88.5199966430664,86.37000274658203,87.5,17879600
2022-12-29,88.42439270019531,88.94999694824219,89.36499786376953,86.98999786376953,87.02999877929688,18280700
2022-12-30,88.20570373535156,88.7300033569336,88.83000183105469,87.02999877929688,87.36499786376953,19190300
2023-01-03,89.16996002197266,89.69999694824219,91.55000305175781,89.0199966430664,89.83000183105469,20738500
2023-01-04,88.1858139038086,88.70999908447266,91.23999786376953,87.80000305175781,91.01000213623047,27046500
2023-01-05,86.25727081298828,86.7699966430664,88.20999908447266,86.55999755859375,88.06999969482422,23136100
